date_publication,contrat,intitule,description,secteur_activite,niveau_etudes,entreprise,description_entreprise,ville,date_modif
2023-09-29 14:34:48+00:00,CDI,Data Engineer Java / Scala (H/F),"Pour accompagner l'un de nos clients, nous recherchons un Data Engineer Scala / Java, ayant une bonne formation ou autodidacte confirmé, et qui rejoindra notre agence au sein du pôle Artificial Intelligence & Data Science . Nous te proposons de participer au développement de sa plateforme de service. Une première expérience professionnelle est requise (avec référence si possible) et des déplacements sont à prévoir (Avignon, Paris).Dans une agence de 100 personnes, au sein d'une équipe de 17 personnes, et sous la responsabilité de notre CTO et du responsable de pôle, tu auras pour mission de :- Intervenir sur les plateformes de données- Développer de nouveaux pipelines de données (ingestion, traitement, exposition)- Concevoir, développer, tester en mode agile sur une « architecture réactive »- Analyser et résoudre les incidents de production en lien avec les solutions construites- Participer à la veille technologique et à la réalisation de POCTon profil :ExigenceTu as des compétences techniques poussées car tu as de l'appétit ! Faire les choses, ça veut dire bien les faire, ou rien. Et par ailleurs, on trouve en toi une rigueur dans le contrôle de ton travail, dans les tests que tu effectues systématiquement avant d'annoncer une livraison. Ca te motive de savoir que tout le monde excelle autour de toi.PassionGeek est un compliment, tu as du plaisir à voir sortir de la machine des applications. En tant qu'utilisateur, tu as une véritable intuition quant à l'ergonomie des sites et applications que tu utilises et tu en mesures toute l'importance. A l'intérieur de l'application, le code a une logique, une architecture, c'est un écosystème intelligent et tu souhaites contribuer à le rendre encore plus beau.OuvertureComme nous, tu regardes le monde entier avec intérêt : tu aimes rencontrer des gens d'origines diverses, tu parles ou apprends plusieurs langues, les autres cultures sont des sources d'inspiration, tu peux ou souhaiterais voyager  Tu es ouvert aux richesses de l'autre.#Avignon #AgenceWeb #Digital #Fenum",Conseil pour les affaires et autres conseils de gestion,Bac +5,Glanum,,Avignon,2023-12-19 11:24:29+00:00
2024-01-15 06:56:42+00:00,CDI,"Data Engineer F/H - Système, réseaux, données (H/F)","Descriptif du poste:Devenez le prochain collaborateur d'SII Nord en tant que : Data Engineer (H/F)Intégré chez l'un de nos clients, vous intervenez en tant que Data Engineer au sein de l'équipe IT Data. Vous développez et gérez la maintenance de la plateforme Data et d'autres outils mais aussi des flux entre les différentes sources de données de l'entreprise. Vous contribuez à :* Concevoir et développer les futures fonctionnalités de la plateforme Big Data sous Google Cloud Platform,* Concevoir les flux d'alimentation et les tables (structure de donnée),* Automatiser et industrialiser les flux,* Assurer le run applicatif, le cas échéant.Profil recherché:Dans l'idéal (oui uniquement dans l'idéal, chez nous on ne cherche pas qu'un CV mais une collaboration durable), de formations supérieures en informatique, type Bac+3/5, vous justifiez d'une expérience significative en développement sur un environnement BI et Big Data.  Compétences techniques :* Maitrise des langages suivants : SQL, Python (Java/Scala serait un plus)* Connaissances de Google Cloud Dataflow (Python)* Anglais nécessaire à l'écrit* Notion de programmation fonctionnelleAu-delà des compétences techniques, vous faîtes preuve de rigueur, de curiosité et aimez relever les challenges. Vous êtes doté(e) d'un bon sens du service client, êtes organisé et pragmatique. Ces qualités vous permettent de mener à bien le projet.",Conseil en systèmes et logiciels informatiques,,SII,"Le Groupe SII est une société d'ingénierie et de conseils en technologies (ICT) et une entreprise de services numériques (ESN). Nous sommes au coeur de l'innovation au service de grands comptes dans des secteurs d'ingénierie variés.
En 2023, pour la 6e année consécutive, SII France a obtenu le label Great Place To Work®. Nous avons été reconnus 3e entreprise de « + de 2500 salariés» où il fait bon vivre.

Nous sommes très fiers d'obtenir cette reconnaissance de nos sal...",Lille,2024-01-15 06:56:42+00:00
2024-01-15 06:42:12+00:00,CDI,"Data Engineer Junior F/H - Système, réseaux, données (H/F)","Descriptif du poste:Tu es un Data engineer doté d'une première expérience professionnelle (stage, alternance, CDD, CDI) ?Visian, cabinet de conseil IT, recherche un DATA ENGINEER en réponse aux nombreux besoins de nos clients !Rôles et responsabilités :* Requêter sous SQL.* Développement sous Python et Spark de gros volumes de données.* Participer aux ateliers de conception techniques ou fonctionnels.* Conception et mise en place de système de gestion des données en utilisant un processus ETL avancé.Ce que nous te proposons : * Un CDI dans une entreprise en pleine croissance* Un package : télétravail, RTT, mutuelle, tickets restaurants ...* Un environnement de travail convivial et stimulant* Des opportunités d'évolution  Nous serons ravis de te rencontrer ;).   Profil recherché:Pour ce poste, nous recherchons un Data Engineer avec les compétences suivantes :* Maitrise du langage Python et SQL* Connaissance de différents frameworks Python (Pyspark, Pytorch, ...)* La connaissance d'API serait un plus* Être force de propositions techniques* Savoir travailler en équipe et en méthodes agiles* Avoir un niveau avancé en Anglais (lu, écrit, parlé)",Conseil en systèmes et logiciels informatiques,,VISIAN,"Société de conseil et de développement traitant de concert stratégie, technologie et expérience. De son nom, inspiré par la combinaison des termes « vision » et  du suffixe « -ant », découle un positionnement hybride de « consultant faiseur » à même de concrétiser les projets de ses clients en faisant converger ambition, faisabilité et sobriété. ",Courbevoie,2024-01-15 06:42:12+00:00
2024-01-13 09:02:46+00:00,CDI,Data Engineer H/F,"TimTek est une startup à mi-chemin entre l'incubateur et l'ESN, dont les objectifs sont multiples. Tout d'abord, nous développons une activité de prestation intellectuelle dans le domaine IT autour de 3 sujets : * Développement : Java, PHP, C#, Javascript et tous leurs frameworks. * Infrastructure : Cloud, Devops, Architecture, Administration systèmes et réseaux. * Data : Business Intelligence, Data Science, Big Data, Data Analysis, Data Engineering. Dans un second temps, nous réinvestissons l'ensemble des bénéfices afin d'autofinancer le lancement de projets digitaux innovants qui ont un rapport avec la RSE (intérêt général, écologie ou autre). Ainsi, nous rassemblons aujourd'hui une communauté de 40 consultants entreprenants et notre objectif est de continuer cette croissance en vous présentant des projets de qualité. Aujourd'hui, nous sommes à la recherche d'un Développeur Data Engineer (H/F) pour intégrer notre équipe lyonnaise. Vos missions seront de : * Concevoir et proposer les solutions de développement répondant aux besoins fonctionnels et techniques des projets big data * Participez à la conception de solutions permettant le traitement de volumes importants de pipelines données * Réaliser ces solutions par l'écriture de code, en respectant les méthodes et procédures qualités définies au sein du département Technique * Mise à disposition sécurisé et lisible de la Data * S'assurer de la conformité fonctionnelle et technique de ces réalisations en effectuant les tests automatisés nécessaire et la mise en place de monitoring (système et qualité) * Assurer la maintenance des applicatifs / plateforme data science * Assurer une veille technologique Les compétences à maîtriser : * Spark, * Scala, * Java, * Hadoop, * Stack AWS, * Expertise dans le stockage de données et les outils ETL, * Principes CI/CD, * Développement de BDD (SQL, NoSQL...), * Pratiques AGILE. Autres : * RTT * Tickets restaurant * CE * Incubateur de projets * Soirées d'entreprise (escape game, restaurant, sport...) * 300€ / an de remboursement pour les frais liés au sport L'aventure TimTek vous intéresse, alors n'hésitez pas à nous envoyer votre candidature. :-) Type d'emploi : Temps plein, CDIStatut : Cadre Salaire : 40 000,00€ à 45 000,00€ par an Avantages : * Prise en charge du transport quotidien * Réductions tarifaires * RTT * Travail à domicile occasionnel Programmation : * Du lundi au vendredi * Période de travail de 8 Heures * Travail en journée Types de primes et de gratifications : * Heures supplémentaires majorées Lieu du poste : Télétravail hybride (69002 Lyon 2e)",,,,,Aigueperse,2024-01-13 09:02:46+00:00
2024-01-12 07:33:39+00:00,CDI,"Data Engineer F/H - Système, réseaux, données (H/F)","Descriptif du poste:En tant que Data Engineer vos missions seront les suivantes :-  Comprendre, analyser et proposer des solutions techniques répondant aux besoins des divers clients des données de pôle data de la direction Score et Data Science ;-  Maintenance, exploitation et suivi des applications et bases de données sous sas ;- datamarts utilisateurs et recette avec les équipes de dwh LBPCF (DWH BIRD/oracle) ;- Contrôle qualité des données et sécurisation d'accès aux données ;-tableaux de bord nécessaires au pilotage de l'activité ;- Création d'outils de suivi et pilotage des traitements de production ;- Pilotage et mise en œuvre de projets en lien avec les data de la direction score et data science et en particulier la mise en place d'un environnement industrialisé big-data ;- Référent technique SAS et python. Le poste est basé à La Plaine-Saint-Denis.Profil recherché:Les compétences nécessaires pour ce poste:- Solide connaissance en data architecture et traitement des données ;- Maitrise de l'environnement SAS (de préférence 9.4) et de sql oracle (Une première expérience sur la plateforme SAS Viya serait appréciée) ;- Solide connaissance de l'environnement python et big-data (Une première expérience sur la plateforme Dataiku serait appréciée) ;- Maitrise de système d'exploitation UNIX et Windows (scripting, ksh, sh, bat) ;- Solide connaissance en qualité, sécurité et protection des données (RGPD) ;- Maitrise de la micro-informatique et bureautique. .Vous avez un BAC+ 5 ingénieur obtenu à l'université université ou en école.Vous avez une expérience d'au moins 3 ans à un poste similaire.",Autres activités de poste et de courrier,,La Poste,"La Poste Groupe change, nos métiers évoluent.
Etre toujours au plus près des Français, développer la confiance dans le numérique et être acteur de la transformation écologique, c'est aussi le sens de notre métier.
Rejoindre La Poste Groupe, c'est rejoindre une entreprise responsable, riche de ses 238 000 collaborateurs !
Pour l'égalité des chances, La Poste fait vivre la diversité. Nos postes sont ouverts à tous.
Vous aussi, engagez-vous à nos côtés pour donner du sen...",St Denis,2024-01-12 07:33:39+00:00
2024-01-12 06:37:49+00:00,CDI,"Data Engineer F/H - Système, réseaux, données (H/F)","Descriptif du poste:Contexte :Dans le cadre du renfort de ses activités de recherche et développement dans les domaines de la sécurité informatique et de la Cyberdéfense, les divisions Cyber de la Direction Générale de l'Armement, site de Bruz (près de Rennes), recrutent un ou une Data Engineer.Mission :La personne titulaire du poste sera intégrée dans une équipe dédiée à la conception de plateformes Big Data afin d'exploiter des données d'intérêt pour la Cyberdéfense. Elle devra concevoir de nouvelles architectures et implémenter des pipelines de données distribués afin de répondre aux problématiques posées.Mots clés : #bigdata #spark #hadoop #elasticsearch #java #scalaProfil recherché:Vous avez la capacité à appréhender de nombreuses sources de données hétérogènes et à concevoir et implémenter des workflows d'ingestion, nettoyage, structuration, enrichissement et exploitation de ces mêmes données.Titulaire d'un diplôme de niveau BAC+5 (ingénieur, master 2, etc.), vous justifiez de compétences sur l'un ou plusieurs des sujets suivants :Stockage distribué (HDFS, )Recherche plein texte (Elasticsearch, )Traitements distribués (Spark, Yarn, )Gestionnaires de workflows (Cadence ou équivalent)Outils d exploration / visualisation (Kibana, Zeppelin, )Outils de sécurisation et de gouvernance de la donnée (Atlas, Ranger, ou equivalent).Bases GraphBases OLAPConnaissance du domaine Cyber.Qualités personnelles :Bon relationnel",Défense,,DGA DRH CPP FDCO,"MINISTERE DES ARMEES - DGA MI
DGA-Maîtrise de l'information (ex CELAR)
A Bruz 15 km de Rennes (35)
1600 collaborateurs",Rennes,2024-01-12 06:37:49+00:00
2024-01-12 05:51:22+00:00,CDI,Data Analyst / Analytics Engineer Junior H/F - CDI,"Opteamis met en relation ses clients finaux (acheteurs, DSI, donneurs d'ordres) avec les prestataires (ESN-SSII/Freelances) disposant des ressources disponibles et correspondantes à leurs projets informatiques et digitaux : il est le tiers de confiance grâce à sa base solidement qualifiée. Opteamis c'est. ¿ Une ambiance startup avec des équipes jeunes et dynamiques ¿ ¿ De fortes perspectives d'évolution ¿ Des formations pour monter en compétences ¿ Des afterwork hyper sympas ¿ Des séminaires pour renforcer la cohésion d'équipes Nos 50 collaborateurs à date ont tous un parcours différent et une personnalité unique avec pour partage des valeurs d'audace, d'humilité et d'entreprenariat. Travailler chez Opteamis, c'est faire partie d'un collectif CONTEXTE Au sein de l'équipe Data de Opteamis et en liaison avec la direction marketing, vous serez chargé de l'analyse et l'élaboration de pipelines de traitements de données à des fins de production d'analyses et de dashboards. MISSIONS Vos principales missions seront les suivantes : * Création de pipelines de traitements à l'aide de Airbytes, DBT et Google BigQuery; * Structuration du datalake à des fins d'analyse par domaines; * Génération de dashboards à l'aide des outils Looker studio et DigDash; * Génération de requêtes d'analyse sur BigQuery et Google Sheets; PROFIL RECHERCHE * Vous maîtrisez SQL et Python ; * Vous avez la capacité d'analyser de données business ; * Vous maîtrisez les outils suivants : Airbytes, DBT, BigQuery, DigDash et Google Looker Studio ; * Vous connaissez des outils de dashboard ; * La connaissance de Google Analytics et Google Adwords est un plus ; * Vous êtes rigoureux(se), curieux(se), autonome et avez une capacité. Alors n'hésitez plus, postulez ! Poste ouvert aux personnes en situation de handicap. Type d'emploi : CDI Avantages : * Prise en charge du transport quotidien * RTT Programmation : * Du lundi au vendredi Lieu du poste : Télétravail hybride (75011)",,,,,Paris (Dept.),2024-01-12 05:51:22+00:00
2024-01-12 05:50:10+00:00,CDI,Consultant Data Engineer - DBT H/F,"Description de l'entreprise Fondée en 2014, Actinvision est un regroupement de Data Heroes accompagnant différents acteurs dans leur transformation vers une culture data. Créant un lien de confiance avec ses clients, elle donne à ces derniers les moyens d'analyser leurs innombrables données. Mêlant expertise technique de haut niveau et créativité sans limites, elle développe des approches personnalisées destinées à valoriser les données de l'organisation. Actinvision, c'est aujourd'hui plus de 300 clients en France et à l'international dans divers secteurs, allant de l'industrie à la grande distribution en passant par le secteur financier. Son fief se trouve dans la région Grand Est et plus précisément en Alsace, à Strasbourg. C'est de là qu'est dirigé l'ensemble des opérations, notamment mené à travers un second bureau, positionné à Paris. Actinvision est, en interne, une communauté multiculturelle ""fun"" orientée autour de la data et, en externe, un partenaire reconnu et privilégié par de nombreuses entreprises leaders du marché : Tableau, Alteryx, Snowflake, Microsoft, Talend, etc. Entreprise accréditée ""Happy at Work"" par ChooseMyCompany Ce recrutement s'inscrit dans le cadre d'un recrutement sur mission. Descriptif du poste : Vous serez en charge de la maintenance et des évolutions de la BI groupe. Vous serez notamment amené à  : * Analyser les besoins métiers (interlocuteurs métiers basés principalement à Paris, Francfort et Varsovie) * Créer la structure des objets de base de données (tables, vues, index,.) * Créer ou modifier les scripts d'alimentation en fonction des besoins métiers * Optimiser les requêtes d'alimentation * Définir et mettre en place les procédures de tests automatisés * Travailler en étroite collaboration avec le reste de l'équipe de développement (Paris + Budapest), l'équipe de test basée à Varsovie et l'équipe de support basée à Riga Description du profil : Vous justifiez d'une expérience minimale de 2 ans sur des environnements datawarehouse / datamart sur la technologie DBT et idéalement Teradata. Afin d'atteindre les objectifs qui vous sont assignés dans le cadre de vos missions, vous devrez démontrer des compétences relationnelles et techniques et plus particulièrement : Savoir-être : * Bon relationnel * Autonomie * Capacité à travailler en équipe * Capacités d'adaptation Compétences techniques : * Bon niveau DBT * Solides connaissances en base de données, idéalement sur Teradata * Bon niveau de SQL * Travail en environnements Linux * Une connaissance de Python serait un plus Compte tenu de la dimension internationale de notre client, l'anglais courant est indispensable, ainsi qu'une capacité d'adaptation permettant d'évoluer favorablement dans un contexte multiculturel. Une expérience à l'international est un sérieux atout. Type d'emploi : Temps plein, CDI Salaire : 42 000,00€ à 65 000,00€ par an Avantages : * RTT Programmation : * Du lundi au vendredi * Travail en journée Types de primes et de gratifications : * Primes Lieu du poste : Télétravail hybride (75004 Paris 4e)",,,,,Paris (Dept.),2024-01-12 05:50:10+00:00
2024-01-12 05:49:09+00:00,CDI,Data Engineer H/F,"ATLANSE, réseau international d'ingénierie informatique, accompagne ses clients (banques/finance, Assurances/Mutuelles, Retail, Transport/Logistique, Energie, Santé, Administration) dans leur transformation numérique, responsable et durable. Pour mener à bien cette mission, ATLANSE s'appuie sur son capital humain, des consultants expérimentés qui capitalisent sur des compétences fonctionnelles et techniques reconnues et des méthodologies éprouvées. Vous interviendrez en tant que Data Engineer dans le secteur bancaire et apporterez votre expérience sur les bases de données relationnelles et la modélisation des données. Missions * Collecter et stocker les données à partir de différentes sources de données telles que des bases de données, des fichiers, des apis, etc. * Nettoyer, préparer et traiter les données pour les rendre utiles et exploitables * Gérer l'infrastructure des données (conception, mise en œuvre, maintenance, accès et sécurité) * Comprendre les besoins des équipes de la division afin de suivre et optimiser leurs activités * Collaborer avec les autres membres de l'équipe (Data Engineers/Data Analyst/Product Owners) Profil recherché Vous avez une expérience significative d'au moins 5 ans dans un poste similaire. Vous disposez de très bonnes connaissances dans : * Les bases de données relationnelles (PostgreSQL serait un plus) et NoSQL (MongoDB serait un plus) * Les principes de modélisation des données, de la business intelligence et des ETLs * L'ingénierie logicielle notamment pour concevoir des pipelines de données, les développer et les tester * Les langages de programmation tels que PowerShell/Python/SQL Vous êtes reconnu.e pour votre bonne intégration au sein d'une équipe et votre capacité à être force de proposition. Vous cherchez à donner du sens aux missions que vous réalisez. Vous avez une très bonne communication écrite et orale. La maîtrise de la langue technique est nécessaire à la réussite de cette mission. Pourquoi nous rejoindre ? Rejoindre ATLANSE, c'est participer à une merveilleuse aventure dans une société à taille humaine, dynamique et en pleine croissance. ATLANSE réunit des passionnés de nouvelles technologies qui partagent les mêmes valeurs que sont la diversité, le respect, la curiosité, la confiance, la passion et l'engagement. ATLANSE favorise l'autonomie et la responsabilisation des collaborateurs pour créer les conditions nécessaires à l'expression du potentiel humain. Type d'emploi : Temps plein, CDI Salaire : 50 000,00€ à 55 000,00€ par an Avantages : * Prise en charge du transport quotidien * RTT * Travail à domicile occasionnel Programmation : * Travail en journée Lieu du poste : Télétravail hybride (92500 Rueil-Malmaison)",,,,,Hauts De Seine,2024-01-12 05:49:09+00:00
2024-01-11 16:38:11+00:00,CDI,DATA ENGINEER CLOUD (H/F),"Fondée en 2005, TRIMANE est un cabinet de conseil et une société de service spécialisée en Data Intelligence (BI et Big Data), notre mission est de créer de la valeur à partir des données disponibles dans les entreprises, en s'appuyant sur des approches algorithmiques innovantes, des méthodologies spécifiques et de nombreuses technologies.En tant que spécialiste Data, nous sommes reconnus pour le très haut niveau d'expertise de nos consultants et de notre retour d'expérience en la matière.Nous accompagnons nos clients du secteur public ou privé sur des prestations de Conseil, MOA et MOE, autour du traitement et l'analyse des data, quel que soit l'environnement technique (BI, Big Data, Cloud, Machine Learning, Deep Learning, NLP, etc.) ou sur les aspects méthodologiques (Gestion de projet, Agile, DataOps, stratégie Data Gouvernance, organisation Data Driven').Société à taille humaine, nous recrutons, avant tout, des personnes passionnées désirant intégrer une vraie communauté et construire ensemble une relation durable et de confiance.Rejoindre Trimane c'est :->  Un triple suivi de carrière avec vos référents technique, RH et commercial,->  Un accès en illimité à nos plateformes de formations, des certifications, des formations en interne autour en BI, Big Data, Machine Learning, Blockchain, développement web et logiciels software,->  Des ateliers de veilles technologiques sur des sujets innovants,->  Un CSE avec des afterworks, des escapes games, et autres activités d'équipe,->  Participer à l'aventure The Blockchain Group, un groupe d'entrepreneurs, composé de différentes entités proposant des offres de services complémentaires (digital, blockchain, Data...) et des projets communs.Le poste : Dans le cadre du développement de notre communauté Cloud, vous aurez pour principales missions'd'accompagner nos clients dans leur transformation digitale par la mise en place de projets cloud.Votre mission sera de :* Concevoir et développer des outils de traitements et processing de données* Déploiement, industrialisation et tests de solutions développées,* Monitoring et analyse de flux de données.* Rédiger les rapports d'analyse de données, et assurer la présentation au client* Savoir utiliser les outils d'analyse et de visualisation de données* Assurer une veille technologique soutenue en lien avec les éditeurs* Intervenir en tant qu'expert pour conseiller, cadrer et transformer des infrastructures, afin que nos clients puissent garder le contrôle et tirer pleinement parti du cloudPoints forts du poste?: * Rejoignez une équipe d'experts et de passionnés en Data * Participez à des projets innovants d'envergure nationale et internationale avec de forts enjeux économiques, réglementaires, organisationnels et techniques * Fonctions pluridisciplinaires': Conseil, gestion de projet, développement, formation, Recherche / Innovation, porteur d'offre Cloud' * Participer et devenir un véritable pilier à la création et au développement des activités stratégiques de TRIMANE.Profil recherché : * Formation ingénieur ou universitaire de niveau Bac+5 ou plus à dominante informatique et mathématiques * Expérience minimale de 3 ans réussie en data engineering* Connaissance des techniques et outils de traitement de la donnée en python, Spark/Hadoop dans un environnement cloud * Vous parlez très bien anglais et français vous permettant d'échanger avec des équipes internationales.* Vous êtes curieux, force de proposition, avec une vraie culture du résultat, vous appréciez le travail en équipe. Vous aimez les défis et êtes passionné par les enjeux techniques à forte valeur ajoutée.",,,Trimane,Trimane,Toulouse,2024-01-11 16:38:11+00:00
2024-01-11 15:16:26+00:00,CDI,"Data Engineer - Bordeaux, France (H/F) / Astek.","CE QUE NOUS ALLONS ACCOMPLIR ENSEMBLE :Nous rejoindre en tant que Data Engineer (H/F) dans le retail et relever un challenge dans un environnement technique innovant et stratégique.VOTRE FUTURE EQUIPE :Au sein d'un environnement riche et complexe, vous évoluerez avec des experts passionnés à la fois techniques et fonctionnels (Ingénieurs spécialisées, chefs de projet, scrum master, product owner, analystes.).VOTRE MISSION (.SI VOUS L'ACCEPTEZ !) : Qualifier les données et les résultatsConception technique des solutionsDécliner les impacts de la stratégie et des innovations technologiques au sein des processus et outils de l'exploitant SIAssurer l'accompagnement et le déploiement des évolutions des processus et outilsContribuer aux programmes de transformation DevOps, Cloud et catalogues des offres SIDévelopper des fonctions transverses et les « uses cases »Accompagner la phase de mise en production VOTRE STACK DE JEU : Système d'exploitation LinuxBig data (Hadoop, Spark, Scala)Cloud computing (GCP.)SQLDataviz : Power BI Kubernetes et OpenShiftGitlab & DockerHubDes notions en développement feront la différence ! LES PETITS PLUS DU PROJET :Vous évoluerez au sein d'une équipe impliquée et réactive et interviendrez sur un projet polyvalent et à forte valeur ajoutée.VOUS ?Diplômé(e) d'une école d'ingénieur ou équivalent de niveau Bac. Vous justifiez idéalement d'une expérience d'au moins 2 ans sur un poste similaire.Autonome, dynamique et proactif, vous avez de bonnes capacités d'analyse et de pédagogie.Vous n'avez pas peur du challenge et souhaitez rejoindre un projet critique à forte valeur ajoutée ?Ce descriptif vous interpelle ?Alors ce poste est fait pour vous, n'hésitez plus et rejoignez l'aventure Astek !",,,,,Bordeaux,2024-01-13 13:36:41+00:00
2024-01-11 09:01:08+00:00,CDI,"Data Engineer F/H - Système, réseaux, données (H/F)","Descriptif du poste:Vous aurez le rôle de support technique aux équipes d analyse : structurer les données, réaliser des analyses « statistiques » ou « techniques » sur les données, développer des outils d analyseVous mènerez des études afin d évaluer les nouvelles technologies dans le domaine du Big Data, Data Mining ou Machine Learning afin d identifier les solutions les plus pertinentes.Vous serez en charge de :* Participer à la définition des besoins et à la rédaction des User Stories,* Collaborer avec les Data Scientists au développement des modules d analyse de donnée,* Concevoir et construire des architectures de données,* Intégrer des sources de données,* Vous assurez que les données sont facilement accessibles et que leur exploitation fonctionne comme demandé, même dans des circonstances hautement évolutives,* Exécuter des processus ETL (extraire / transformer / charger) à partir d'ensembles de données complexes et / ou volumineux.Profil recherché:* Vous êtes habitué à travailler aussi bien avec des méta-données qu avec des données non-structurées. A cet effet vous maitrisez un ou plusieurs des concepts comme l ETL, le Data mining le Machine learning, les Big data ou encore la Théorie des graphes par exemple,* Vous maitrisez les bases de l analyse statistique,* Vous êtes apte à rédiger des scripts en Python (pyspark) et/ou R, et une connaissance d'autres langages de programmation comme Java, Scala ou SAS est un plus,* Vous êtes familiarisé avec l outil Power BI.* Une expérience avec des infrastructures Azure.","Ingénierie, études techniques",,EXTIA,"Vous souhaitez rejoindre une entreprise qui place l humain au cœur de ses préoccupations ? On vous attend chez Extia !
Société de conseil spécialisée dans les métiers de l IT, de l ingénierie et du digital, Extia privilégie depuis sa création en 2007 une approche qui allie performance et bien-être au travail. Une vision de l entreprise partagée aujourd hui par plus de 2 200 Extien(ne)s en France et à l'international et récompensée depuis 2012 par le label Great Place to Wor...",Paris,2024-01-11 09:01:08+00:00
2024-01-11 07:54:23+00:00,CDI,"Data Engineer F/H - Système, réseaux, données (H/F)","Descriptif du poste:Comprendre, analyser et proposer des solutions techniques répondant aux besoins des divers clients des données de pôle data de la direction Score et Data Science ;Gérer la maintenance, l'exploitation et le suivi des applications et bases de données sous sas ;Participer aux différentes phases de conception des datamarts utilisateurs et recette avec les équipes de dwh LBPCF (DWH BIRD/oracle) ;Contrôler la qualité des données et sécurisation d'accès aux données ;Exporter de données, requêtage et production de reportings et tableaux de bord nécessaires au pilotage de l'activité ;Créer des outils de suivi et piloter le des traitements de production ;Piloter et mettre en œuvre des projets en lien avec les data de la direction score et data science et en particulier la mise en place d'un environnement industrialisé big-data ;Gérer l'administration et la maintenance de la plateforme SAS et les environnements python. Le poste est basé à La Plaine-Saint-Denis.Profil recherché:Vous êtes reconnu pour votre autonomie et organisation.Vous êtes rigoureux et possédez des facilités de présentation écrite et orale des résultats..Vous êtes titulaire d'un Bac + 4/5 en ingénierie et disposer d'une expérience d'au moins 3 ans à un poste similaire.Une première expérience sur la plateforme SAS Viya et Dataiku serait appréciée.Vous possédez de solides connaissances en data architecture et traitement des données.Les environnements SAS (de préférence 9.4) et de SQL oracle n'ont plus de secret pour vous.Vous avez une parfaite connaissance de l'environnement python et big-data. Vous maitrisez le système d'exploitation",Autres activités de poste et de courrier,,La Poste,"La Poste Groupe change, nos métiers évoluent.
Etre toujours au plus près des Français, développer la confiance dans le numérique et être acteur de la transformation écologique, c'est aussi le sens de notre métier.
Rejoindre La Poste Groupe, c'est rejoindre une entreprise responsable, riche de ses 238 000 collaborateurs !
Pour l'égalité des chances, La Poste fait vivre la diversité. Nos postes sont ouverts à tous.
Vous aussi, engagez-vous à nos côtés pour donner du sen...",St Denis,2024-01-11 07:54:23+00:00
