date_publication,contrat,intitule,description,secteur_activite,niveau_etudes,entreprise,description_entreprise,ville,date_modif
2024-01-12 05:54:33+00:00,CDD,DATA SCIENTIST - CHARGÉ D'ÉVALUATION DES POLITIQUES PUBLIQUES (EX3) H/F,"Référence CSP: 2024-1444287  Les missions du data scientist s'articulent autour de grands axes :· Exploitation et d'analyse de données (data analysis) autour de l'économétrie de l'évaluation, et éventuellement en ayant recours à des techniques de machine learning ;· Exploration des bases des données (data mining) issues des applications de gestion des personnes placées sous main de justice de l'administration pénitentiaire, afin d'en évaluer la qualité et de développer de nouvelles bases de données issues de données brutes non encore exploitées ;. Production de publications régulières, destinées aux institutions administratives, politiques, aux médias et au grand public.Ces missions comportent plus concrètement les aspects suivants :· Maîtrise des techniques d'évaluation quantitative (diff-de-diff, discontinuité, score de propension) et de leur mise en œuvre ;· Construction des tables de données nécessaires à l'évaluation, à partir d'exploration ou d'appariement entre différentes sources ;· Soutien à la réalisation d'évaluation ou la mission intervient en expertise : comment évaluer ? Limites et quelles données ?La mission a déjà initié des projets qu'il faudra poursuivre avec les deux agents qui la composent :· L'évaluation de l'aménagement des peines d'emprisonnement, les alternatives à l'emprisonnement ainsi que les conditions de détention ;· Le rapprochement entre les sources disponibles sur les données du pénal ;· Le suivi de projets d'évaluation en cours, en tant qu'expert.",,,,"Sans justice, il ne peut y avoir de démocratie. Elle est facteur d'ordre, d'équilibre et de lien social. Ministère régalien, le ministère de la Justice a pour mission de concrétiser cet ordre, cet équilibre, ce lien social, à travers son organisation et ses moyens humains et matériels.Il garantit le bon fonctionnement des juridictions (tribunaux et cours) et en gère les moyens en personnel, équipements et locaux. Il rend ainsi possible l'exercice de l'autorité judiciaire c'est-�.",Paris (Dept.),2024-01-12 05:54:33+00:00
2024-01-11 08:02:52+00:00,CDI,Développeur BI/Data Scientist H/F,"Le Développeur BI (Business Intelligence) a pour mission de créer et gérer des solutions de veille stratégique et analytique permettant de transformer des données en connaissances.Votre quotidien sur le poste :  * Traduire les besoins des différents Services en spécifications techniques, * Concevoir, développer et déployer des solutions BI, * Réaliser des tests unitaires et procéder au dépannage, * Développer et exécuter des requêtes de base de données et procéder à des analyses, * Créer des visualisations et des rapports pour les projets demandés, * Développer et mettre à jour la documentation technique, * Réaliser d'extractions de données pour répondre aux demandes utilisateurs.Niveau Licences en informatique, ingénierie. Maîtrise des bases de données et de l'exploration des données, des outils de reporting BI (Tableau Software, Power BI, Oracle BI), des requêtes SQL (Oracle, Sql Serveur). Connaissances approfondies des systèmes de gestion de base de données.",Autres activités de soutien aux entreprises n.c.a.,,Michael Page,,France,2024-01-11 08:02:52+00:00
2024-01-10 19:52:02+00:00,Autre,DATA SCIENTIST JUNIOR (IT) / Freelance (H/F),"Mission détaillée :  Accompagner les projets de Data Science / Data Ingénierie de l?équipe Big Data sur des projets d?entreprise existant ou à développer : NLP, Deep Learning... Comprendre la problématique métier Imaginer les solutions / algorithmes pour y répondre Développer les algorithmes dans le respect des normes de développement de l?entreprise (GitHub) Contribuer à l?industrialisation de ces algorithmes Monitorer leur run Documenter les algorithmes SON ACTIVITE :  Applique des techniques (statistiques, text mining, comportementale, géolocalisation, ) d?extraction et d?analyse d?informations, obtenues à partir de gisements de données (Big Data) Obtient des données adéquates, trouve les sources de données pertinentes, fait des recommandations sur les bases de données à consolider, modifier, rapatrier,externaliser, internaliser, conçoit des datamarts, voire des entrepôts de données (data warehouses). Évalue la qualité et la richesse des données, les analyse et en restitue les résultats pour ensuite les intégrer dans le système d?information cible du Métier. Analyse les données pour traduire une problématique Métier en problème mathématiques/statistiques et réciproquement. Environnements techniques  Google Cloud Platform (GCS, BigQuery) Github Python Machine Learning  Les livrables sont :Algorithmes MLDashboardsExplicabilités d?algorithmesProfil candidat:Profil :Intervenant auprès des Métiers, il exploite, analyse et évalue la richesse, de données structurées ou non, appartenant à l?entreprise ou non, pour établir des scénarios permettant de comprendre et d?anticiper de futurs levier Métiers ou opérationnels pour l?entreprise",,,,,Lille,2024-01-10 19:52:02+00:00
2024-01-10 19:44:46+00:00,CDI,CDI - Data Scientist (Retail) (F/H) (H/F),"Nous recrutons pour lun de nos clients, un Data Scientist en CDI pour une startup dans le secteur du retail.???? Description de lentrepriseNotre client estun acteur incontournable du marketing et du digital dans le domaine du retail. Avec un ADN data fort, notre client a pour ambition de fournir aux marques et aux distributeurs des solutions de recrutement et de fidélisation clients ainsi que des outils et des plateformes pour adresser plus efficacement leurs problématiques business.Ayant créela base de données la plus massive, complète et qualitative sur les consommations des Français, leurs intentions dachat et leurs comportements à partir de plus de 33 millions de profils issus, entre autres, des enseignes du Groupe Casino (Cdiscount, Monoprix, Casino Supermarché, Géant, Franprix).???? Description du poste et des missionsEn tant que Data Scientist, tu auras accès aux données des clients internes et externes et les utiliseras pour entraîner des modèles de Machine Learning. Tes missions seront de : * Construire des moteurs de recommandation promotionnelle via différents canaux digitaux (applications smartphone, mailing) * Optimiser et personnaliser les bons de réductions des enseignes * Mettre en place les modèles de scoring et de segmentations clients * Intervenir sur les études statistiques des comportements clients (performances des campagnes digitales)Sur ce poste, la dimension recherche et développement est importante et demande des niveaux pointus en modélisation / construction dalgorithmes.???? Profil recherché * Diplômé(e) dune grande école dingénieur parcours mathématiques, statistiques et/ou Data * Une première expérience en Data Science * Appétence forte pour le marketing digital et le retail, force de proposition, business oriented et moteur dinnovation * Compétences en Python (pySpark), SQL, et NoSQL (MongoDB) * Compétences en machine learning (Collaborative Filtering, Random Forest, SVM, Neural Network) * Une première expérience sur Google Cloud Platform est un plus???? Informations complémentaires * Type de contrat : CDI * Statut : Cadre * Localisation du poste : Paris * Equipe de rattachement : Data * Rémunération : 45 à 55K * Télétravail : 2 jours / semaine * Démarrage souhaité : Sous 3 moisCette opportunité vous correspond ?Adressez-nous votre candidature et un consultant vous contactera dans les plus brefs délais !#J-18808-Ljbffr",,,,,,2024-01-10 19:44:46+00:00
2024-01-10 08:34:33+00:00,CDI,"Data Scientist ML Engineer F/H - Système, réseaux, données (H/F)","Descriptif du poste:Nous recrutons un ingénieur Data Scientist pour accélérer le déploiement en production de modèles ML/DL dans un cloud AWS.En tant que Data Scientist/ML vous intégrerez une équipe et serez responsable de concevoir, développer et mettre en œuvre des composantes/modèles de ML/DL. Vous serez donc amené à participer aux différentes étapes d'un projet, de la conception au déploiement -idéation, PoC, conception des pipelines MLOps, gestion du cycle de vie des modèles en production.) Profil recherché:Diplômé en informatique, en science des données ou en ingénierie, passionné par l'IA, vous justifiez d'une expérience de minimum 3 ans dans la mise en production de projets de ML/DL idéalement dans un environnement cloud AWS.Vous maîtrisez le langage de programmation Python (Des connaissances en Scala/Spark seraient fortement appréciées)Vous avez une compréhension approfondie des algorithmes de ML/DL.Vous avez une bonne connaissance des meilleures pratiques du développement et du codage : MLengineering et MLOps.Vous avez une bonne compréhension des principes de l'intégration continue (CI) et du déploiement continu (CD) et de leur intégration avec Git.Vous utilisez Docker et avez la compréhension des principes des conteneurs.",Conseil en systèmes et logiciels informatiques,,Altelios Technology Group,"Le Groupe Altelios Technology apporte son savoir-faire dans le conseil en technologie et dans les systèmes d'information grâce à ses consultants répartis en France et en Europe.
Altelios Technology intervient à tous les niveaux des projets de ses clients. Que cela soit dans les phases d'analyse, de conception et d'organisation que dans le développement en maîtrise d'œuvre, le conseil ou l'assistance à maîtrise d'ouvrage.",Puteaux,2024-01-10 08:34:33+00:00
2024-01-09 09:03:17+00:00,CDI,Data scientist - montpellier - h/f,"Envie dêtre un acteur incontournable au sein dune équipe Data en lien quotidien avec la direction générale ? Alors laissez-nous vous présenter qui nous sommes.Free Mobile est une filiale du Groupe Iliad composée de près de 1 000 hommes et femmes assurant la conception, le déploiement, lexploitation et lévolution du réseau mobile Free, contribuant ainsi quotidiennement à lamélioration du service rendu à nos abonnés.Voici ce que vous pourrez attendre de Free Mobile en tant quemployeur (données issues de notre enquête interne réalisée en mai 2023 avec plus de 70% de participation) :- La fierté dappartenance : 97% de nos collaborateurs se disent fiers de travailler pour le Groupe iliad- Le sens au travail : 94% sont conscients de ce que leur travail apporte à lentreprise- Lintérêt du travail : 95% apprécient leur travail et les missions qui leur sont données- Léquilibre vie privée/vie professionnelle : 91% estiment que leur travail permet un bon équilibreNos collaborateurs sont responsabilisés. Lautonomie est notre valeur cardinale.Rejoindre Free Mobile c'est évoluer au sein dune entreprise stable et travailler sur des projets de long terme. Neuf collaborateurs sur dix déclarent vouloir construire leur avenir au sein du groupe iliad et notre taux de départ est inférieur à 10% alors que nous continuons de recruter chaque année plus de 100 personnes.Vous rejoignez léquipe Data qui a pour rôle de répondre aux besoins danalyse et de productions de data sur lesquels lentreprise va se baser pour prendre des décisions liées à ses offres clients. Le pôle est constitué dune équipe dynamique et spécialisée dans le domaine de le Data avec des profils de Data Ingénieur, Data Analyst, Data Scientist et de développeurs. Vous travaillerez en binôme avec un Data Scientist déjà en place qui pourra vous accompagner à la réalisation des nouveaux projets. Vous exploiterez un important volume de données relatifs à nos 14 millions dabonnés.Si vous venez chez nous, vous aurez pour principales missions :- Appliquer les décisions des comités de directions en mettant en place les outils de Data Science demandés (Machine Learning, Modèles de prévisions, etc.)- Suivre lévolution de la performance et pertinence des outils mis en place- Être force de proposition pour des alternatives ou de la recherche sur de nouvelles solutions à mettre en place.Les missions qui sont présentées ne sont pas exhaustives, vous aurez le loisir dévoluer sur dautres sujets par la suite, relatifs au comportement de nos abonnés notamment.Au cours de votre intégration, vous serez formé.e à nos pratiques pour sassurer que vous soyez dans les meilleures dispositions pour réussir sur ce poste.Les indispensables :- Vous disposez dune première expérience en data science- Maîtrise avancée des bases de données de type MySQL/NoSQL afin de préparer les données pour vos modèles.- Python (avec librairies spécialisées en Data Science)- Pratique de Système Linux pour utilisation quotidienneLes plus :- PHP (pour Scripting Data Treatment)- Outils de Data Visualisation (Tableau, Grafana, etc...)- Connaissances dans le domaine des télécommunicationsCe poste sera fait pour vous si :- La rigueur fait partie de vos principes de travail et vous attachez une grande importance à la sécurité et fiabilité des données.- Vous aimez les challenges techniques et business, et travailler de façon agile.- Vous voulez gérer des volumes de données importants et en constante évolution relatifs à des millions de clients.Alors si vous avez envie dévoluer dans un contexte innovant et davoir un impact concret, nhésitez pas à envoyer votre candidature pour rejoindre laventure Free Mobile.",,,,"Envie d'être un acteur incontournable au sein d'une équipe Data en lien quotidien avec la direction générale ? Alors laissez-nous vous présenter qui nous sommes. Free Mobile est une filiale du Groupe Iliad composée de près de 1 000 hommes et femmes assurant la conception, le déploiement, l'exploitation et l'évolution du réseau mobile Free, contribuant ainsi quotidiennement à l'amélioration du service rendu à nos abonnés. Voici ce que vous pourrez attendre de Free Mobile en tant...",Montpellier,2024-01-09 09:04:35+00:00
2024-01-09 08:58:18+00:00,Autre,Un data scientist sur Echirolles (IT) / Freelance (H/F),"Smarteo recherche pour l?un de ses clients, Un data scientist sur Echirolles   Nous recherchons un data scientist expérimenté pour créer des modèles d?IA pour nos différentes collaborations, contribuer au développement de notre composant de Machine Learning et nous aider à le rendre plus performant et scalable.   Mission :   Proactive Maintenance permet de réaliser des modèles d?IA à destination des supercalculateurs HPC. Dans ce contexte, les bibliothèques utilisées ainsi que notre produit doivent répondre à des contraintes fortes de performance. Notre produit permet de designer différents types de modèle d?IA ayant comme objectif la détection des pannes pouvant survenir sur les HPC.  De manière itérative et agile, vous participez à l?architecture et au développement de notre moteur de prédiction dans l?objectif de le rendre scalable et de le faire évoluer en fonction de nos différents uses-cases. Les modèles les plus aboutis concernent actuellement de l?analyse comportementale sur des systèmes complexes et distribués. Dans l?optique Exascale, nous voulons optimiser ces modèles pour qu?ils soient capable de gérer l?intégralité d?un cluster HPC. Nous allons également travailler sur des modèles supervisés plus avancés pour faire du prédictif.   Profil  BAC+5 en informatique, mathématiques appliquées, intelligence artificielle ou équivalent ;  Solides compétences en Python ;  Expérience significative avec les bibliothèques de traitement statistique de Python tels que NumPy, Pandas, SciPy, Scikit-Learn et une bibliothèque de DeepLearning (TensorFlow, PyTorch).  A l?aise avec un environnement de travail virtualisé sous Linux ;  Pratique des tests unitaires et de l?intégration continue ;  Excellentes compétences de communication/documentation et désir de travailler en équipe dans un environnement dynamique (A l?aise avec la méthode Scrum/Agile) ;  Vous êtes analytique, créatif et aimant résoudre des problèmes.   Si vous êtes intéressé, merci de me faire parvenir votre TJM ainsi que votre CV à jour au format Word",,,,,Echirolles,2024-01-09 08:58:18+00:00
2024-01-09 08:55:38+00:00,Autre,Data Scientist Industrie (IT) / Freelance (H/F),"En tant que Data Scientist au sein du service -confidentiel- lié au Plant Maintenance Manager, vous jouerez un rôle clé dans le traitement et la mise à disposition des données à la communauté Maintenance du site. Voici un aperçu des principales missions associées à ce poste :Conception et développement de rapports Power BI :Utilisation des données de maintenance provenant de l'ERP SAP pour créer des rapports Power BI.Sécurisation et lisibilité des rapports pour les utilisateurs.Fourniture de KPI de pilotage de l'activité Maintenance aux acteurs des départements de Production.Collaboration avec le Key User SAP :Travail en collaboration avec le Key User SAP de l'équipe centrale.Accès aux données et aux formations nécessaires.Gestion des sources de données :Assurer l'accès aux différentes sources de données.Veiller à la qualité des données.Mise à jour hebdomadaire des données et travail en vue de leur automatisation.Veille technologique et partage de connaissances :Mise à jour constante sur les technologies et langages utilisés.Contribution à la mise en place d'une politique de données respectueuse des chartes en vigueur dans le groupe.Profil candidat:Profil recherché :Titulaire d'un Master 2, d'un diplôme d?ingénieur ou d'un doctorat en informatique ou en sciences des données, idéalement délivrés par des écoles d'ingénieurs.Connaissance de l'outil Power BI.Bonne connaissance des infrastructures/outils (bases de données) nécessaires au traitement de la data.Esprit d'équipe et aptitude à la communication.Facilité à s'intégrer dans des projets/équipes déjà en place dans le cadre d'une transformation.Capacité à s'adapter à un environnement en pleine transformation, y compris les changements de priorités.Pédagogie et adaptation pour communiquer efficacement avec différents types d'interlocuteurs, notamment Key Users, Senior Manager Fiabilités des départements de Production, PMM.",,,,,Lille,2024-01-09 08:55:38+00:00
2024-01-06 11:07:17+00:00,CDI,Data Scientist Confirmé / Tech lead (H/F),"Diplômé(e) d'une grande école d'ingénieur (X, Centrale, Mines, Supaéro, INSA, UTC), vous avez une première expérience dans la Data et envie de vous investir dans la transition énergétique ! MP DATA, recrute un(e) Data Scientist Confirmé / Tech Lead (H/F) pour travailler pour ses clients dans différents secteurs (Mobilité verte, Energie, Agricole...) A ce titre, vos missions seront les suivantes : - Manager les différents flux de données ( pré processing, feature engineering...) - manipulation de séries temporelles - Développer des algorithmes de machine learning en Python - Suivre et améliorer la performance de vos modèles - Assurer le cycle de vie des modèles - Industrialiser des modèles * Maîtrise de la programmation en Python (principalement des librairies de Data Science : sklearn, pandas, numpy, scipy, tensorflow/pytorch, matplotlib)* Bonne connaissance des techniques et méthodes d'analyse de séries temporelles : manipulation en Python, ML (classification, prédiction), visualisation* Bonne culture scientifique - Capacité à appréhender des problèmes de physique, mathématiques, chimie - Appétence pour ces problématiques* Autonome, force de proposition, organisé Maitrise des principes du MLOPS Les + :* Maîtrise des bonnes pratiques de développement et de programmation* Logique microservice, génie logiciel* Utilisation de Git* Méthodologie Agile Type d'emploi : Temps plein, CDIStatut : Cadre Salaire : 50 157,00€ à 80 318,00€ par an Avantages : * Prise en charge du transport quotidien * RTT * Travail à domicile occasionnel Programmation : * Du lundi au vendredi * Période de travail de 8 Heures * Travail en journée Capacité à faire le trajet ou à déménager: * Boulogne-Billancourt (92): Faire le trajet sans problème ou prévoir un déménagement avant de prendre son poste (Optionnel) Lieu du poste : En présentiel Date de début prévue : 01/03/2024",,,,,Hauts De Seine,2024-01-12 05:40:58+00:00
2024-01-05 12:45:48+00:00,CDD,"DATA SCIENTIST, CHARGÉ(E) D'ÉTUDES SUR L'EMPLOI H/F","Référence CSP: 2024-1438183  Activités principales :Vous réalisez seul(e) ou en collaboration des études sur l'emploi, les contrats, les flux de main-d'œuvre et les trajectoires sur le marché du travail, permettant ainsi d'apporter des éclairages nouveaux au débat public. Ces travaux sont réalisés à partir de différentes sources. Il peut s'agir de l'enquête Emploi, mais surtout de données produites au sein du Département : mouvements de main-d'œuvre, intérim, ruptures conventionnelles, déclaration sociale nominative - DSN - et appariements de cette dernière avec d'autres bases administratives. La DSN, mise en œuvre progressivement depuis 2017, est le moyen de transmission des données des employeurs pour déclarer et payer leurs cotisations aux organismes sociaux. En centralisant tous les mois de nombreuses informations sur les salariés, leurs rémunérations, leurs contrats et leurs conditions d'emploi (temps partiel, etc.), elle offre des possibilités d'études et d'analyses inédites sur le marché du travail. Les données de la DSN peuvent par ailleurs être enrichies par un rapprochement avec les bases de Pôle emploi ou avec les allocataires des Caisses d'Assurance Familiale (appariements Force - Formation, chômage et emploi - et MiDAS - Minima sociaux, Droits d'Assurance chômage et parcours Salariés), les bases des apprentis et des étudiants inscrits dans l'enseignement supérieur (appariements InserJeunes et InserSup).Les thèmes d'étude sont très variés du fait de la richesse des sources de données. Les sujets abordés récemment par l'équipe couvrent notamment les abandons de poste, l'emploi saisonnier, l''évolution avec la crise des effectifs dans l''hébergement-restauration, le recours aux contrats courts, les mobilités géographiques des salariés. Les appariements déjà réalisés ou prévus (par exemple avec les titres de séjour) permettent des recherches inédites, tant des évaluations (causales) de politiques publiques que des études plus structurelles : sur le non-recours à l''assurance-chômage, sur l'effet des nouvelles règles d'assurance-chômage sur l'emploi, sur les trajectoires d'emploi des différentes populations d'étrangers, ou d'étudiants, etc.Vous serez également amené(e) à valoriser vos travaux sous forme de publications dans les collections de la Dares et dans des séminaires - en interne à la Dares, ou à l'extérieur (milieu académique, Insee, etc.). Vous serez conduit(e) à mettre en œuvre des méthodes innovantes d'analyse statistique, du fait notamment de la taille de la base des données DSN. Vous pourrez également être mobilisé(e) pour répondre à des demandes d'éclairages et/ou de chiffrages de la part du Cabinet du ministre en lien avec l'actualité du ministère.Partenaires institutionnels :Vous serez amené(e) à échanger avec des interlocuteurs variés, au sein de la Dares, ou avec des institutions extérieures (Insee, monde académique, etc.).",,,,"Le ministère du Travail, du Plein Emploi et de l'Insertion prépare et met en œuvre la politique du Gouvernement dans les domaines du travail, de l'emploi, de la formation professionnelle, du dialogue social et de la prévention des accidents du travail et des maladies professionnelles.Il est chargé de :la préparation et la mise en œuvre des règles concernant les conditions de travail, la négociation collective et les droits des salariés ;la préparation et la mise en œuvre des rè...",Paris (Dept.),2024-01-05 12:45:48+00:00
2024-01-05 08:46:25+00:00,CDI,"Data scientist - montpellier F/H - Système, réseaux, données (H/F)","Descriptif du poste:Vous rejoignez l'équipe Data qui a pour rôle de répondre aux besoins d'analyse et de productions de data sur lesquels l'entreprise va se baser pour prendre des décisions liées à ses offres clients. Le pôle est constitué d'une équipe dynamique et spécialisée dans le domaine de le Data avec des profils de Data Ingénieur, Data Analyst, Data Scientist et de développeurs. Vous travaillerez en binôme avec un Data Scientist déjà en place qui pourra vous accompagner à la réalisation des nouveaux projets. Vous exploiterez un important volume de données relatifs à nos 14 millions d'abonnés.Si vous venez chez nous, vous aurez pour principales missions :Appliquer les décisions des comités de directions en mettant en place les outils de Data Science demandés (Machine Learning, Modèles de prévisions, etc.)Suivre l'évolution de la performance et pertinence des outils mis en placeÊtre force de proposition pour des alternatives ou de la recherche sur de nouvelles solutions à mettre en place.Les missions qui sont présentées ne sont pas exhaustives, vous aurez le loisir d'évoluer sur d'autres sujets par la suite, relatifs au comportement de nos abonnés notamment.Au cours de votre intégration, vous serez formé.e à nos pratiques pour s'assurer que vous soyez dans les meilleures dispositions pour réussir sur ce poste.Profil recherché:Les indispensables :Vous disposez d'une première expérience en data scienceMaîtrise avancée des bases de données de type MySQL/NoSQL afin de préparer les données pour vos modèles.Python (avec librairies spécialisées en Data Science)Pratique de Système Linux pour utilisation quotidienneLes plus :PHP (pour Scripting Data Treatment)Outils de Data Visualisation (Tableau, Grafana, etc...)Connaissances dans le domaine des télécommunicationsCe poste sera fait pour vous si :La rigueur fait partie de vos principes de travail et vous attachez une grande importance à la sécurité et fiabilité des données.Vous aimez les challenges techniques et business, et travailler de façon agile.Vous voulez gérer des volumes de données importants et en constante évolution relatifs à des millions de clients.Alors si vous avez envie d'évoluer dans un contexte innovant et d'avoir un impact concret, n'hésitez pas à envoyer votre candidature pour rejoindre l'aventure Free Mobile.",Télécommunications filaires,,FREE MOBILE,"Envie d'être un acteur incontournable au sein d'une équipe Data en lien quotidien avec la direction générale ? Alors laissez-nous vous présenter qui nous sommes.



Free Mobile est une filiale du Groupe Iliad composée de près de 1 000 hommes et femmes assurant la conception, le déploiement, l'exploitation et l'évolution du réseau mobile Free, contribuant ainsi quotidiennement à l'amélioration du service rendu à nos abonnés.



Voici ce que vous pourrez attendre de Free ...",Montpellier,2024-01-05 12:47:45+00:00
2024-01-04 17:48:36+00:00,CDI,Data scientist (H/F),"Description du poste :Iziwork est une agence de recrutement digital qui sélectionne les meilleures missions et offres d'emploi pour les centaines de milliers d'intérimaires et candidats qu'elle a déjà séduits. Postulez en quelques minutes, gérez votre contrat en un clin d'oeil depuis notre app et bénéficiez du suivi personnalisé de votre recruteur au quotidien.À propos de la mission* Organiser et conduire les ateliers de construction des modèles de données pour chaque référentiel groupe* Accompagner les métiers à la définition des règles d'archivage, de gestion et de contrôle qualité* Assurer les contrôles préliminaires de cohérence des données* Accompagner l'administrateur des données au transcodage des règles de contrôle qualité dans Talend* Assurer les contrôles préliminaires de cohérence des données* Participer au processus de migration des données dans l'ERP cible en accompagnant les métiers à l'identification des écarts et à la mise en conformité des data dans la/les solutions cible* Identifier les incohérences avec l'architecture et participer à la synchronisation de l'intégrité des flux* Assurer la supervision et l'intégration des données de diverses natures et vérifier la qualité des données qui entrent dans le Data Lake* Structurer le cycle de vie de la donnée dans le respect des réglementations RGPD & ISO24143Rémunération & AvantagesRémunération : 40¿000 € - 50¿000 € par anProfil recherché* Issu(e) d'une formation en Informatique de niveau BAC+2/+3, vous disposez d'une expérience similaire de 2 à 3 ans idéalement en milieu industriel ou SSI.* Vous possédez une première expérience de gestion de projet informatique, vous savez animer des ateliers.* Très organisé(e), rigoureux(se), réactif(ve), vous savez gérer les priorités.* Votre sens du service et votre aisance relationnelle vous permettent d'instaurer un climat de confiance avec vos différents interlocuteurs.* Vous maitrisez les langages informatiques suivants : Java, Python, SQL. Connaissances souhaitées d'un outil MDM (Talend, Tibco) et d'un ETL.* Vous bénéficiez d'une bonne maîtrise d'Excel.* Notre environnement international requiert la maîtrise de l'anglais à un niveau B2 minimum (intermédiaire - avancé).***Expérience : Entre 24 mois et 5 ansCertificats requis* Aucun certificat requis",,,,"Notre plateforme d'inte¿rim engage¿, totalement digitalise¿e, s'appuie sur l'innovation technologique pour ame¿liorer radicalement l'acce¿s et l'expe¿rience du travail pour tous.
Elle offre aux travailleurs inte¿rimaires un acce¿s simple et instantane¿ a¿ un grand choix de missions, mais aussi un accompagnement personnalise¿ au fil des missions qui donne du sens au me¿rite individuel.
En rupture avec les pratiques du marche¿, IZIWORK offre une approche ""Worker Centric ...",Nantes,2024-01-06 14:50:42+00:00
2024-01-04 13:38:05+00:00,CDI,Data scientist (H/F),"Description du poste :On te parle de nous ?Depuis 1961, la Matmut est complice de vie de ses sociétaires. Profondément humaine et fière de son appartenance à la famille mutualiste, elle s'adresse à tous - particuliers, professionnels, entreprises, associations - en proposant une gamme complète de produits d'assurance des biens et des personnes et de services financiers et d'épargne.La Matmut recherche de nouveaux talents pour accompagner sa transformation et son développement avec engagement et ambition, tout en conservant son ADN.Confiante et bienveillante envers ses salariés, elle construit avec eux des parcours professionnels motivants.Convaincue que la diversité des potentiels est une richesse, elle accompagne, forme et fait grandir tous les talents.Envie de nous rejoindre ?Nous recrutons des métiers assurantiels, oui. mais pas que !Aujourd'hui, nous sommes à la recherche d'un(e) AI/Data Scientist F/HTon quotidien ?Rattaché(e) au département Innovation (Intelligence Artificielle) à la direction Data & Analytics (Direction data indépendante entre le métier et l'IT). Tu auras pour mission principale d'aider à mener des projets de recherche appliquée en intelligence artificielle.Tu travailleras sur des projets d'IA générative, d'analyse d'images, de textes ou séries temporelles, tout en participant à la définition et au développement de sujets novateurs en Intelligence Artificielle.Tes principales missions :-Penser et implémenter des solutions d'IA avancées à partir d'un besoin métier concret.-Concevoir, développer et mettre en œuvre des solutions innovantes en intelligence artificielle (generative AI, text/image/time series analysis)-Travailler sur des projets à long terme, dépassant la portée des projets traditionnels de data science, avec l'objectif de fournir des solutions novatrices et utiles pour l'entreprise.-Maintenir une expertise constante sur les dernières avancées scientifiques, technologiques et méthodologiques dans le domaine de l'IA. Être capable de les intégrer de manière pragmatique dans les projets.-Développer des prototypes et des solutions en utilisant principalement Python et un framework de deep learning (Pytorch, Tensorflow). Appliquer les meilleures pratiques de développement, y compris CI/CD, Git, et Docker.-Être capable d'intervenir sur l'ensemble du cycle de vie des modèles, de la collecte des données à l'industrialisation, en passant par le déploiement, le suivi des modèles, et l'utilisation d'outils de MlOps.-Avoir une excellente capacité d'adaptation aux nouvelles technologies et méthodes émergentes, en restant constamment à la pointe des avancées dans le domaine de l'IA.-Vulgariser et évangéliser la data et l'IA au sein du groupe.Description du profil :Et si c'était toi ?Tu as au moins 5 ans d'expérience en IA/Science des données.Tu suis les avancées du domaine de l'IA et t'intéresses aux architectures des modèles de l'état de l'art en image et texte.Tu maîtrises Python et un framework de deep learning (PyTorch ou TensorFlow).Tu as une expérience en MLOps et dans l'utilisation de Docker.Tu as une expérience dans des contextes Big Data et cloud (GCP de préférence).La technique ne te fait pas peur et tu sais t'adapter à de nouvelles technologies, de nouveaux frameworks.Mais aussi, tu es à l'aise pour vulgariser les sujets IA.Pour finir, tu es doté d'un esprit créatif et entreprenant, tu es reconnu pour tes capacités d'adaptation, de vulgarisation, ta technicité, ton esprit d'équipe et ta bonne humeur !Nos atouts RH ?Aides au logement, Mutuelle à 2€, intéressement et participation, remboursement des frais de transport public à hauteur de 75%, et CSE aux nombreux avantages.Si tu te reconnais, partage avec nous ton CV, nous avons de découvrir ton profil !A compétence égale, ce poste est ouvert aux travailleurs en situation de handicap ou assimilés au sens de l'article L. 5212-13du Code du travail. L'UES Matmut s'engage en faveur de la diversité, l'égalité professionnelle, l'emploi des travailleurs handicapés.",,,,"Depuis 1961, la Matmut est complice de vie de ses sociétaires. Profondément humaine et fière de son appartenance à la famille mutualiste, elle s'adresse à tous - particuliers, professionnels, entreprises, associations - en proposant une gamme complète de produits d'assurance des biens et des personnes et des services financiers et d'épargne.
La Matmut recherche de nouveaux talents pour accompagner sa transformation et son développement avec engagement et ambition, tout en conser...",Rouen,2024-01-06 14:55:14+00:00
